ticker,ATIVO,DIV_BRUTA,DISPONIBILIDADES,DIV_LIQUIDA,ATIVO_CIRCULANTE,PATRIM_LIQ,RECEITA_LIQUIDA,EBIT,LUCRO_LIQUIDO,NRO_ACOES,CRES_REC_(5A),ROIC,LIQUIDEZ_CORR,SETOR,SUBSETOR,DEPOSITOS,CART_DE_CREDITO,RESULT_INT_FINANC,REC_SERVICOS
AALR3,2618910000.0,901733000.0,325320000.0,576413000.0,635558000.0,1179760000.0,914739000.0,-2432020.0,-84480000.0,118293000.0,-0.04,-0.001,0.87,SAUDE,SERVICOS_MEDICO_-_HOSPITALARES_ANALISES_E_DIAGNOSTICOS,,,,
ABCB3,49895800000.0,,,,,4093300000.0,,,418733000.0,218359000.0,0.027999999999999997,,,FINANCEIROS,BANCOS,7325720000.0,17689900000.0,-5453990.0,292984000.0
ABCB4,49895800000.0,,,,,4093300000.0,,,418733000.0,218359000.0,0.027999999999999997,,,FINANCEIROS,BANCOS,7325720000.0,17689900000.0,-5453990.0,292984000.0
ABEV3,127057000000.0,6855010000.0,23103400000.0,-16248400000.0,39098800000.0,78006300000.0,55679200000.0,13789500000.0,8693090000.0,15735100000.0,0.045,0.155,1.29,BEBIDAS,CERVEJAS_E_REFRIGERANTES,,,,
ABYA3,978287000.0,383159000.0,29556000.0,353603000.0,498222000.0,292060000.0,250657000.0,25802000.0,-2398000.0,104906000.0,0.16399999999999998,0.027999999999999997,2.09,CONSTRUCAO_E_ENGENHARIA,CONSTRUCAO_CIVIL,,,,
ACES3,4922360000.0,279166000.0,922471000.0,-643305000.0,2157470000.0,3105800000.0,4182420000.0,983634000.0,805922000.0,74320000.0,0.133,0.26899999999999996,2.05,SIDERURGIA_E_METALURGIA,SIDERURGIA,,,,
ACES4,4922360000.0,279166000.0,922471000.0,-643305000.0,2157470000.0,3105800000.0,4182420000.0,983634000.0,805922000.0,74320000.0,0.133,0.26899999999999996,2.05,SIDERURGIA_E_METALURGIA,SIDERURGIA,,,,
ADHM3,242000.0,0.0,0.0,0.0,23000.0,-19776000.0,33000.0,-4471000.0,-6224000.0,16308000.0,0.435,5.2170000000000005,0.0,PRODS_DE_USO_PESSOAL_E_DE_LIMPEZA,PRODUTOS_DE_USO_PESSOAL,,,,
AEDU11,3714530000.0,731941000.0,301371000.0,430570000.0,926990000.0,2415400000.0,1936840000.0,195307000.0,135159000.0,437071000.0,0.209,0.057999999999999996,2.04,DIVERSOS,EDUCACIONAL,,,,
AEDU3,3714530000.0,731941000.0,301371000.0,430570000.0,926990000.0,2415400000.0,1936840000.0,195307000.0,135159000.0,437071000.0,0.209,0.057999999999999996,2.04,DIVERSOS,EDUCACIONAL,,,,
AELP3,34762000.0,0.0,9130000.0,-9130000.0,10934000.0,-904000.0,-2919120000.0,-14417000.0,21369000.0,93947000.0,0.012,,,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
AESL3,12134700000.0,5898680000.0,1796380000.0,4102310000.0,3837050000.0,3877800000.0,7827520000.0,1052110000.0,638166000.0,1125430.0,0.31,0.109,1.09,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
AESL4,12134700000.0,5898680000.0,1796380000.0,4102310000.0,3837050000.0,3877800000.0,7827520000.0,1052110000.0,638166000.0,1125430.0,0.31,0.109,1.09,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
AFLT3,210495000.0,789000.0,36659000.0,-35870000.0,61944000.0,186712000.0,37493000.0,22865000.0,22126000.0,63085000.0,0.086,0.132,3.73,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
AFLU3,50489000.0,0.0,10774000.0,-10774000.0,14159000.0,44270000.0,32511000.0,11372000.0,10594000.0,18818000.0,0.086,0.312,3.27,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
AFLU5,50489000.0,0.0,10774000.0,-10774000.0,14159000.0,44270000.0,32511000.0,11372000.0,10594000.0,18818000.0,0.086,0.312,3.27,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
AGEI3,4980790000.0,1890700000.0,269053000.0,1621640000.0,2845090000.0,1878210000.0,0.0,0.0,0.0,300000000.0,,,2.45,CONSTRUCAO_E_ENGENHARIA,CONSTRUCAO_CIVIL,,,,
AGEN33,585864000.0,1232870000.0,8586000.0,1224290000.0,21659000.0,-1112630000.0,0.0,338972000.0,98514000.0,242706000.0,-0.87,0.877,0.09,COMERCIO_E_DISTRIBUICAO,ALIMENTOS,,,,
AGIN3,2241940000.0,565989000.0,129746000.0,436243000.0,1554420000.0,1028210000.0,697139000.0,115929000.0,149671000.0,239297000.0,0.442,0.055999999999999994,2.72,CONSTRUCAO_E_ENGENHARIA,CONSTRUCAO_CIVIL,,,,
AGRO3,2044370000.0,666476000.0,171045000.0,495431000.0,642464000.0,1121570000.0,705206000.0,163203000.0,119554000.0,62104300.0,0.545,0.09300000000000001,1.61,EXPLORACAO_DE_IMOVEIS,EXPLORACAO_DE_IMOVEIS,,,,
AHEB3,245933000.0,0.0,11530000.0,-11530000.0,27676000.0,9165000.0,129427000.0,-36849000.0,-36844000.0,8544000.0,-0.133,-0.16399999999999998,0.47,EXPLORACAO_DE_IMOVEIS,EXPLORACAO_DE_IMOVEIS,,,,
AHEB5,245933000.0,0.0,11530000.0,-11530000.0,27676000.0,9165000.0,129427000.0,-36849000.0,-36844000.0,8544000.0,-0.133,-0.16399999999999998,0.47,EXPLORACAO_DE_IMOVEIS,EXPLORACAO_DE_IMOVEIS,,,,
AHEB6,245933000.0,0.0,11530000.0,-11530000.0,27676000.0,9165000.0,129427000.0,-36849000.0,-36844000.0,8544000.0,-0.133,-0.16399999999999998,0.47,EXPLORACAO_DE_IMOVEIS,EXPLORACAO_DE_IMOVEIS,,,,
ALBA3,482874000.0,10198000.0,98390000.0,-88192000.0,234008000.0,354860000.0,729278000.0,69267000.0,70162000.0,0.0,0.147,0.204,1.83,,,,,,
ALLL11,41917600000.0,17875400000.0,5472460000.0,12403000000.0,7272320000.0,8490350000.0,6975680000.0,1998320000.0,698808000.0,1854160000.0,0.136,0.055999999999999994,1.52,TRANSPORTE,TRANSPORTE_FERROVIARIO,,,,
ALLL3,41917600000.0,17875400000.0,5472460000.0,12403000000.0,7272320000.0,8490350000.0,6975680000.0,1998320000.0,698808000.0,1854160000.0,0.136,0.055999999999999994,1.52,TRANSPORTE,TRANSPORTE_FERROVIARIO,,,,
ALLL4,41917600000.0,17875400000.0,5472460000.0,12403000000.0,7272320000.0,8490350000.0,6975680000.0,1998320000.0,698808000.0,1854160000.0,0.136,0.055999999999999994,1.52,TRANSPORTE,TRANSPORTE_FERROVIARIO,,,,
ALPA3,6651680000.0,2499480000.0,2640980000.0,-141498000.0,4363590000.0,2852200000.0,3206070000.0,483827000.0,265853000.0,588062000.0,-0.044000000000000004,0.129,1.6,TECIDOS_VESTUARIO_E_CALCADOS,CALCADOS,,,,
ALPA4,6651680000.0,2499480000.0,2640980000.0,-141498000.0,4363590000.0,2852200000.0,3206070000.0,483827000.0,265853000.0,588062000.0,-0.044000000000000004,0.129,1.6,TECIDOS_VESTUARIO_E_CALCADOS,CALCADOS,,,,
ALPK3,3142220000.0,1650640000.0,287927000.0,1362710000.0,446817000.0,766581000.0,0.0,0.0,0.0,193771000.0,,,0.44,SERVICOS,SERVICOS_DIVERSOS,,,,
ALSC3,4738200000.0,0.0,541181000.0,-541181000.0,742653000.0,2593960000.0,531336000.0,294627000.0,147628000.0,205198000.0,0.023,0.07,5.39,EXPLORACAO_DE_IMOVEIS,EXPLORACAO_DE_IMOVEIS,,,,
ALSO3,10918300000.0,0.0,1331000000.0,-1331000000.0,1758410000.0,6576040000.0,952844000.0,457101000.0,97914000.0,265773000.0,0.245,0.048,9.44,EXPLORACAO_DE_IMOVEIS,EXPLORACAO_DE_IMOVEIS,,,,
ALUP11,20001600000.0,8508720000.0,2762010000.0,5746710000.0,4288470000.0,5311410000.0,4872340000.0,2094400000.0,630126000.0,879111000.0,0.35,0.124,2.17,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
ALUP3,20001600000.0,8508720000.0,2762010000.0,5746710000.0,4288470000.0,5311410000.0,4872340000.0,2094400000.0,630126000.0,879111000.0,0.35,0.124,2.17,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
ALUP4,20001600000.0,8508720000.0,2762010000.0,5746710000.0,4288470000.0,5311410000.0,4872340000.0,2094400000.0,630126000.0,879111000.0,0.35,0.124,2.17,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
AMAR3,3145450000.0,1374320000.0,308885000.0,1065430000.0,1492240000.0,1153730000.0,2434410000.0,168796000.0,-362893000.0,261667000.0,-0.047,0.063,1.51,COMERCIO,TECIDOS_VESTUARIO_E_CALCADOS,,,,
AMBP3,943698000.0,532136000.0,222913000.0,309223000.0,428851000.0,232724000.0,0.0,0.0,0.0,112936000.0,,,2.21,AGUA_E_SANEAMENTO,AGUA_E_SANEAMENTO,,,,
AMBV3,51753300000.0,2999700000.0,5400380000.0,-2400670000.0,12387600000.0,31105700000.0,33872400000.0,13235800000.0,10226600000.0,3132290000.0,0.217,0.324,1.18,BEBIDAS,CERVEJAS_E_REFRIGERANTES,,,,
AMBV4,51753300000.0,2999700000.0,5400380000.0,-2400670000.0,12387600000.0,31105700000.0,33872400000.0,13235800000.0,10226600000.0,3132290000.0,0.217,0.324,1.18,BEBIDAS,CERVEJAS_E_REFRIGERANTES,,,,
AMIL3,5894980000.0,1902520000.0,1726890000.0,175634000.0,2144060000.0,1532980000.0,10464300000.0,86463900.0,-161157000.0,366746000.0,0.285,0.022000000000000002,0.75,SAUDE,SERVICOS_MEDICO_-_HOSPITALARES_ANALISES_E_DIAGNOSTICOS,,,,
AMPI3,3725550000.0,1079790000.0,400767000.0,679019000.0,1057140000.0,240799000.0,2676370000.0,673913000.0,53200000.0,12000000000.0,0.141,0.212,1.12,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
ANIM3,3445260000.0,1199480000.0,793304000.0,406177000.0,1312380000.0,1655070000.0,1308680000.0,177772000.0,-40630000.0,107623000.0,0.091,0.068,3.44,DIVERSOS,EDUCACIONAL,,,,
APER3,260759000.0,0.0,75903000.0,-75903000.0,101953000.0,175788000.0,94466000.0,-3142000.0,-3516000.0,11480000.0,-0.122,-0.018000000000000002,2.63,PREVIDENCIA_E_SEGUROS,CORRETORAS_DE_SEGUROS,,,,
APTI4,431487000.0,54957000.0,15591000.0,39366000.0,58869000.0,229309000.0,25891000.0,-25226000.0,-24124000.0,19000.0,-0.084,-0.061,0.88,,,,,,
ARCE3,20363800000.0,2302700000.0,1595250000.0,707458000.0,6311310000.0,13495400000.0,14282500000.0,3955670000.0,2508410000.0,650993000.0,0.485,0.22,1.97,,,,,,
ARCZ3,10244000000.0,7586980000.0,160125000.0,7426860000.0,3802000000.0,1934210000.0,3446980000.0,397704000.0,-2011130000.0,1032550000.0,0.008,0.04,2.86,MADEIRA_E_PAPEL,PAPEL_E_CELULOSE,,,,
ARCZ6,10244000000.0,7586980000.0,160125000.0,7426860000.0,3802000000.0,1934210000.0,3446980000.0,397704000.0,-2011130000.0,1032550000.0,0.008,0.04,2.86,MADEIRA_E_PAPEL,PAPEL_E_CELULOSE,,,,
ARLA3,34087000.0,24912000.0,1000.0,24911000.0,5753000.0,-24319000.0,7053000.0,-2237000.0,-6810000.0,4460000.0,-0.475,-0.13699999999999998,0.1,TECIDOS_VESTUARIO_E_CALCADOS,COURO,,,,
ARLA4,34087000.0,24912000.0,1000.0,24911000.0,5753000.0,-24319000.0,7053000.0,-2237000.0,-6810000.0,4460000.0,-0.475,-0.13699999999999998,0.1,TECIDOS_VESTUARIO_E_CALCADOS,COURO,,,,
ARPS3,19854000.0,15719000.0,301000.0,15418000.0,10137000.0,-12690000.0,22262000.0,-1095000.0,-2581000.0,0.0,-0.175,-0.066,0.91,,,,,,
ARPS4,19854000.0,15719000.0,301000.0,15418000.0,10137000.0,-12690000.0,22262000.0,-1095000.0,-2581000.0,0.0,-0.175,-0.066,0.91,,,,,,
ARTE3,11856000.0,40170000.0,4652000.0,35518000.0,8381000.0,-33570000.0,0.0,-2318000.0,-34544000.0,158000.0,-0.643,,,,,,,,
ARTE4,11856000.0,40170000.0,4652000.0,35518000.0,8381000.0,-33570000.0,0.0,-2318000.0,-34544000.0,158000.0,-0.643,,,,,,,,
ARTR3,16041200000.0,8240230000.0,1074600000.0,7165630000.0,1434380000.0,6427780000.0,4669320000.0,613321000.0,13650200.0,574879000.0,0.002,0.040999999999999995,0.76,TRANSPORTE,EXPLORACAO_DE_RODOVIAS,,,,
ARZZ3,1730690000.0,601347000.0,565619000.0,35728000.0,1276800000.0,669467000.0,1438440000.0,19587000.0,42019000.0,90954000.0,0.066,0.019,2.21,COMERCIO,TECIDOS_VESTUARIO_E_CALCADOS,,,,
ASSM3,10910000.0,5603000.0,273000.0,5330000.0,1902000.0,-9943000.0,-173000.0,3606000.0,5044000.0,237000.0,-0.08800000000000001,0.354,0.21,,,,,,
ASSM4,10910000.0,5603000.0,273000.0,5330000.0,1902000.0,-9943000.0,-173000.0,3606000.0,5044000.0,237000.0,-0.08800000000000001,0.354,0.21,,,,,,
ASTA4,1157210000.0,438462000.0,93392000.0,345070000.0,485059000.0,515672000.0,792480000.0,25954000.0,-16778000.0,20000000.0,-0.047,0.025,1.71,,,,,,
ATMP3,1569720000.0,400406000.0,33523000.0,366883000.0,314576000.0,-24660000.0,813001000.0,-234736000.0,-392320000.0,23459000.0,-0.24600000000000002,-0.175,0.43,SERVICOS,SERVICOS_DIVERSOS,,,,
ATOM3,21828000.0,0.0,13567000.0,-13567000.0,21707000.0,12238000.0,18720000.0,5058000.0,7745000.0,20899000.0,0.475,0.6829999999999999,17.71,OUTROS,OUTROS,,,,
AURA32,2030240000.0,390562000.0,145540000.0,245022000.0,650808000.0,992383000.0,0.0,0.0,0.0,19287500.0,,,1.2,MINERACAO,MINERAIS_METALICOS,,,,
AUTM3,4529000000.0,1266160000.0,738768000.0,527394000.0,1882190000.0,1304250000.0,3492750000.0,365581000.0,123852000.0,125769000.0,0.282,0.11900000000000001,1.48,MATERIAL_DE_TRANSPORTE,MATERIAL_RODOVIARIO,,,,
AVIL3,2064700000.0,579728000.0,855863000.0,-276135000.0,1467810000.0,1106590000.0,1966690000.0,459907000.0,354481000.0,4944310000.0,0.017,0.41,5.14,SIDERURGIA_E_METALURGIA,SIDERURGIA,,,,
AZEV3,56554000.0,34027000.0,20000.0,34007000.0,30739000.0,-248956000.0,748000.0,-11872000.0,-29681000.0,5400000.0,-0.75,-0.45,0.14,CONSTRUCAO_E_ENGENHARIA,CONSTRUCAO_PESADA,,,,
AZEV4,56554000.0,34027000.0,20000.0,34007000.0,30739000.0,-248956000.0,748000.0,-11872000.0,-29681000.0,5400000.0,-0.75,-0.45,0.14,CONSTRUCAO_E_ENGENHARIA,CONSTRUCAO_PESADA,,,,
AZUL4,15164100000.0,19232800000.0,1631100000.0,17601700000.0,3489210000.0,-12648200000.0,9486900000.0,-2735920000.0,-12177300000.0,342090000.0,0.061,-0.25,0.36,TRANSPORTE,TRANSPORTE_AEREO,,,,
BAHI11,499914000.0,31427000.0,30216000.0,1211000.0,54295000.0,96017000.0,120180000.0,382000.0,-19856000.0,2235860.0,0.862,0.001,0.36,HOLDINGS_DIVERSIFICADAS,HOLDINGS_DIVERSIFICADAS,,,,
BAHI3,499914000.0,31427000.0,30216000.0,1211000.0,54295000.0,96017000.0,120180000.0,382000.0,-19856000.0,2235860.0,0.862,0.001,0.36,HOLDINGS_DIVERSIFICADAS,HOLDINGS_DIVERSIFICADAS,,,,
BAHI4,499914000.0,31427000.0,30216000.0,1211000.0,54295000.0,96017000.0,120180000.0,382000.0,-19856000.0,2235860.0,0.862,0.001,0.36,HOLDINGS_DIVERSIFICADAS,HOLDINGS_DIVERSIFICADAS,,,,
BAHI5,499914000.0,31427000.0,30216000.0,1211000.0,54295000.0,96017000.0,120180000.0,382000.0,-19856000.0,2235860.0,0.862,0.001,0.36,HOLDINGS_DIVERSIFICADAS,HOLDINGS_DIVERSIFICADAS,,,,
BALM3,222034000.0,32853000.0,25643000.0,7210000.0,145751000.0,114835000.0,154546000.0,15200000.0,16135000.0,9800000.0,0.09699999999999999,0.08,1.97,MAQUINAS_E_EQUIPAMENTOS,MAQS_E_EQUIPS_HOSPITALARES,,,,
BALM4,222034000.0,32853000.0,25643000.0,7210000.0,145751000.0,114835000.0,154546000.0,15200000.0,16135000.0,9800000.0,0.09699999999999999,0.08,1.97,MAQUINAS_E_EQUIPAMENTOS,MAQS_E_EQUIPS_HOSPITALARES,,,,
BAUH4,126569000.0,0.0,35333000.0,-35333000.0,68843000.0,75956000.0,181878000.0,16067000.0,14681000.0,5222000.0,0.11800000000000001,0.248,1.47,ALIMENTOS,CARNES_E_DERIVADOS,,,,
BAZA3,20512300000.0,,,,,2316530000.0,,,325092000.0,29646000.0,-0.1,,,FINANCEIROS,BANCOS,5196190000.0,3481110000.0,529603000.0,827168000.0
BBAS3,1780470000000.0,,,,,105007000000.0,,,16127300000.0,2865420000.0,-0.032,,,FINANCEIROS,BANCOS,565619000000.0,553419000000.0,16861100000.0,19675400000.0
BBDC3,1410190000000.0,,,,,137461000000.0,,,15965300000.0,8870210000.0,-0.154,,,FINANCEIROS,BANCOS,0.0,0.0,-2519990000.0,19848500000.0
BBDC4,1410190000000.0,,,,,137461000000.0,,,15965300000.0,8870210000.0,-0.154,,,FINANCEIROS,BANCOS,0.0,0.0,-2519990000.0,19848500000.0
BBRK3,310669000.0,0.0,48340000.0,-48340000.0,88947000.0,166355000.0,117661000.0,-28623000.0,-151230000.0,36278300.0,0.022000000000000002,-0.111,1.48,CONSTRUCAO_E_ENGENHARIA,INTERMEDIACAO_IMOBILIARIA,,,,
BBSE3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000000.0,,,,PREVIDENCIA_E_SEGUROS,SEGURADORAS,,,,
BBTG11,0.0,,,,,0.0,,,0.0,0.0,,,,FINANCEIROS,BANCOS,0.0,0.0,0.0,0.0
BBTG12,1380000.0,,,,,0.0,,,-152000.0,2814670.0,,,,FINANCEIROS,GESTAO_DE_RECURSOS_E_INVESTIMENTOS,0.0,0.0,0.0,0.0
BBTG13,1380000.0,,,,,0.0,,,-152000.0,2814670.0,,,,FINANCEIROS,GESTAO_DE_RECURSOS_E_INVESTIMENTOS,0.0,0.0,0.0,0.0
BCAL6,1556000.0,216672000.0,211000.0,216461000.0,1323000.0,-290863000.0,10418000.0,523000.0,-11928000.0,72410000000.0,0.377,0.39,0.01,VIAGENS_E_LAZER,BICICLETAS,,,,
BDLL3,738642000.0,237052000.0,2608000.0,234444000.0,300862000.0,-112189000.0,41154000.0,-39504000.0,-194556000.0,1600000.0,-0.435,-0.065,0.6,MAQUINAS_E_EQUIPAMENTOS,MAQS_E_EQUIPS_INDUSTRIAIS,,,,
BDLL4,738642000.0,237052000.0,2608000.0,234444000.0,300862000.0,-112189000.0,41154000.0,-39504000.0,-194556000.0,1600000.0,-0.435,-0.065,0.6,MAQUINAS_E_EQUIPAMENTOS,MAQS_E_EQUIPS_INDUSTRIAIS,,,,
BECE3,1507930000.0,,,,,96496000.0,,,-246262000.0,92469000.0,0.128,,,,,0.0,0.0,0.0,0.0
BECE4,1507930000.0,,,,,96496000.0,,,-246262000.0,92469000.0,0.128,,,,,0.0,0.0,0.0,0.0
BEEF3,16952300000.0,12255000000.0,6831560000.0,5423430000.0,11358200000.0,838217000.0,17937100000.0,1729980000.0,685504000.0,548418000.0,0.193,0.198,2.01,ALIMENTOS,CARNES_E_DERIVADOS,,,,
BEES3,27112400000.0,,,,,1583940000.0,,,229457000.0,315913000.0,0.094,,,FINANCEIROS,BANCOS,14179900000.0,4075570000.0,775726000.0,344980000.0
BEES4,27112400000.0,,,,,1583940000.0,,,229457000.0,315913000.0,0.094,,,FINANCEIROS,BANCOS,14179900000.0,4075570000.0,775726000.0,344980000.0
BELG3,20363800000.0,2302700000.0,1595250000.0,707458000.0,6311310000.0,13495400000.0,14282500000.0,3955670000.0,2508410000.0,650993000.0,0.485,0.22,1.97,,,,,,
BELG4,20363800000.0,2302700000.0,1595250000.0,707458000.0,6311310000.0,13495400000.0,14282500000.0,3955670000.0,2508410000.0,650993000.0,0.485,0.22,1.97,,,,,,
BEMA3,689103000.0,88348000.0,84917000.0,3431000.0,280395000.0,457342000.0,430871000.0,38836000.0,36355000.0,51568000.0,0.106,0.07,2.66,COMPUTADORES_E_EQUIPAMENTOS,COMPUTADORES_E_EQUIPAMENTOS,,,,
BERG3,55569000.0,27322000.0,214000.0,27108000.0,11100000.0,9538000.0,30048000.0,-2584000.0,-9796000.0,0.0,-0.08,-0.055999999999999994,0.46,,,,,,
BESP3,43715600000.0,,,,,5183100000.0,,,1232260000.0,38747800000.0,0.018000000000000002,,,,,0.0,0.0,0.0,0.0
BESP4,43715600000.0,,,,,5183100000.0,,,1232260000.0,38747800000.0,0.018000000000000002,,,,,0.0,0.0,0.0,0.0
BFIT3,15006900000.0,,,,,1849420000.0,,,206183000.0,3890550000.0,0.35700000000000004,,,,,0.0,0.0,0.0,0.0
BFIT4,15006900000.0,,,,,1849420000.0,,,206183000.0,3890550000.0,0.35700000000000004,,,,,0.0,0.0,0.0,0.0
BGIP3,6162810000.0,,,,,491540000.0,,,67785000.0,15285000.0,0.128,,,FINANCEIROS,BANCOS,5092930000.0,2421750000.0,390015000.0,136568000.0
BGIP4,6162810000.0,,,,,491540000.0,,,67785000.0,15285000.0,0.128,,,FINANCEIROS,BANCOS,5092930000.0,2421750000.0,390015000.0,136568000.0
BHGR3,1387870000.0,212154000.0,99506000.0,112648000.0,166114000.0,1077600000.0,328519000.0,50072000.0,-4361000.0,62141400.0,0.207,0.039,0.96,EXPLORACAO_DE_IMOVEIS,EXPLORACAO_DE_IMOVEIS,,,,
BICB3,15865300000.0,,,,,944626000.0,,,-859618000.0,252904000.0,-0.312,,,FINANCEIROS,BANCOS,0.0,0.0,0.0,0.0
BICB4,15865300000.0,,,,,944626000.0,,,-859618000.0,252904000.0,-0.312,,,FINANCEIROS,BANCOS,0.0,0.0,0.0,0.0
BIDI11,12380000000.0,,,,,2115160000.0,,,24306000.0,764445000.0,0.156,,,FINANCEIROS,BANCOS,7097810000.0,4423730000.0,470737000.0,119766000.0
BIDI3,12380000000.0,,,,,2115160000.0,,,24306000.0,764445000.0,0.156,,,FINANCEIROS,BANCOS,7097810000.0,4423730000.0,470737000.0,119766000.0
BIDI4,12380000000.0,,,,,2115160000.0,,,24306000.0,764445000.0,0.156,,,FINANCEIROS,BANCOS,7097810000.0,4423730000.0,470737000.0,119766000.0
BIOM3,355759000.0,184489000.0,66888000.0,117601000.0,116703000.0,120695000.0,25748000.0,-45279000.0,-60674000.0,60792000.0,13.128,-0.161,2.04,SAUDE,MEDICAMENTOS_E_OUTROS_PRODUTOS,,,,
BIOM4,355759000.0,184489000.0,66888000.0,117601000.0,116703000.0,120695000.0,25748000.0,-45279000.0,-60674000.0,60792000.0,13.128,-0.161,2.04,SAUDE,MEDICAMENTOS_E_OUTROS_PRODUTOS,,,,
BISA3,6586990000.0,1379160000.0,228347000.0,1150820000.0,4497470000.0,1788370000.0,1250950000.0,-525982000.0,-1197110000.0,1339600000.0,-0.242,-0.085,2.22,CONSTRUCAO_E_ENGENHARIA,CONSTRUCAO_CIVIL,,,,
BKBR3,3537290000.0,932779000.0,578174000.0,354605000.0,816330000.0,1550950000.0,2468600000.0,-142942000.0,-196379000.0,228105000.0,0.115,-0.051,1.14,HOTEIS_E_RESTAURANTES,RESTAURANTE_E_SIMILARES,,,,
BMEB3,10109400000.0,,,,,980278000.0,,,142833000.0,52416000.0,0.07400000000000001,,,FINANCEIROS,BANCOS,7647230000.0,4709600000.0,1384950000.0,259613000.0
BMEB4,10109400000.0,,,,,980278000.0,,,142833000.0,52416000.0,0.07400000000000001,,,FINANCEIROS,BANCOS,7647230000.0,4709600000.0,1384950000.0,259613000.0
BMEF3,3193580000.0,0.0,1443630000.0,-1443630000.0,1488880000.0,2674780000.0,0.0,0.0,0.0,1010790000.0,,,3.7,SERVICOS_FINANCEIROS_DIVERSOS,SERVICOS_FINANCEIROS_DIVERSOS,,,,
BMGB11,24693900000.0,,,,,4036350000.0,,,0.0,591475000.0,,,,FINANCEIROS,BANCOS,14338100000.0,10746300000.0,0.0,0.0
BMGB4,24693900000.0,,,,,4036350000.0,,,0.0,591475000.0,,,,FINANCEIROS,BANCOS,14338100000.0,10746300000.0,0.0,0.0
BMIN3,238249000.0,,,,,123747000.0,,,2062000.0,4825000.0,-0.19699999999999998,,,FINANCEIROS,BANCOS,94783000.0,50545000.0,9616000.0,3660000.0
BMIN4,238249000.0,,,,,123747000.0,,,2062000.0,4825000.0,-0.19699999999999998,,,FINANCEIROS,BANCOS,94783000.0,50545000.0,9616000.0,3660000.0
BMKS3,210677000.0,6835000.0,151358000.0,-144523000.0,166443000.0,183806000.0,16324000.0,-5781000.0,3870000.0,454750.0,-0.040999999999999995,-0.1,21.37,VIAGENS_E_LAZER,BICICLETAS,,,,
BMTO3,1068210000.0,0.0,917000.0,-917000.0,2541000.0,1046320000.0,0.0,-826000.0,125572000.0,286444000.0,,,,UTILIDADES_DOMESTICAS,ELETRODOMESTICOS,,,,
BMTO4,1068210000.0,0.0,917000.0,-917000.0,2541000.0,1046320000.0,0.0,-826000.0,125572000.0,286444000.0,,,,UTILIDADES_DOMESTICAS,ELETRODOMESTICOS,,,,
BNBR3,59019700000.0,,,,,5888600000.0,,,1324450000.0,86371000.0,0.12300000000000001,,,FINANCEIROS,BANCOS,14220300000.0,9533850000.0,1934670000.0,2808520000.0
BNBR4,59019700000.0,,,,,5888600000.0,,,1324450000.0,86371000.0,0.12300000000000001,,,FINANCEIROS,BANCOS,14220300000.0,9533850000.0,1934670000.0,2808520000.0
BNCA3,64989700000.0,,,,,3068150000.0,,,-83325000.0,107036000.0,0.024,,,FINANCEIROS,BANCOS,0.0,0.0,0.0,0.0
BOAS3,873485000.0,363477000.0,139188000.0,224289000.0,253059000.0,374132000.0,648849000.0,124332000.0,66013000.0,480136000.0,,0.17800000000000002,0.78,SERVICOS_FINANCEIROS_DIVERSOS,SERVICOS_FINANCEIROS_DIVERSOS,,,,
BOBR3,697667000.0,264105000.0,25907000.0,238198000.0,304582000.0,-254612000.0,1061910000.0,112321000.0,14266000.0,260510000.0,-0.003,0.22,0.62,PRODS_DE_USO_PESSOAL_E_DE_LIMPEZA,PRODUTOS_DE_LIMPEZA,,,,
BOBR4,697667000.0,264105000.0,25907000.0,238198000.0,304582000.0,-254612000.0,1061910000.0,112321000.0,14266000.0,260510000.0,-0.003,0.22,0.62,PRODS_DE_USO_PESSOAL_E_DE_LIMPEZA,PRODUTOS_DE_LIMPEZA,,,,
BOVH3,2329930000.0,0.0,1869280000.0,-1869280000.0,2130870000.0,1843320000.0,0.0,0.0,0.0,722888000.0,,,4.4,SERVICOS_FINANCEIROS_DIVERSOS,SERVICOS_FINANCEIROS_DIVERSOS,,,,
BPAC11,245130000000.0,,,,,25573200000.0,,,2444830000.0,2712710000.0,0.684,,,FINANCEIROS,BANCOS,37026900000.0,31324500000.0,-1317120000.0,1698980000.0
BPAC3,245130000000.0,,,,,25573200000.0,,,2444830000.0,2712710000.0,0.684,,,FINANCEIROS,BANCOS,37026900000.0,31324500000.0,-1317120000.0,1698980000.0
BPAC5,245130000000.0,,,,,25573200000.0,,,2444830000.0,2712710000.0,0.684,,,FINANCEIROS,BANCOS,37026900000.0,31324500000.0,-1317120000.0,1698980000.0
